source,incident_id,incident_date,formated_date,county,range,contained,company,incident_type,total_gallons,chem_gallons,water_gallons,oil,brine,other,water,note
o,2.01409E+13,9/19/2014,2014-09,BOTTINEAU,16308222,Yes,Murex,Valve,252,252,0,126,126,0,0,
o,2.01409E+13,9/26/2014,2014-09,DUNN,14309517,No,Oxy,Treater,252,252,0,252,0,0,0,
g,EIR1481,7/9/2011,2011-07,Mountrail,15009205,No,Nomac Drilling,Other,294,294,0,294,0,0,0,
g,EIR1288,8/28/2010,2010-08,McKenzie,15110118,No,Tpg,Other,294,294,0,294,0,0,0,
g,EIR1195,11/11/2009,2009-11,Dunn,14609627,No,MBI,Overflow,294,294,0,294,0,0,0,
o,2.01403E+13,3/5/2014,2014-03,MOUNTRAIL,15509332,Yes,Hess Corporation,Valve,294,294,0,0,294,0,0,
o,2.01403E+13,3/2/2014,2014-03,MCKENZIE,15409533,Yes,ExxonMobil/XTO,Overflow,294,294,0,294,0,0,0,
o,2.01402E+13,2/13/2014,2014-02,DUNN,14909317,Yes,WPX,Treater,294,294,0,294,0,0,0,
o,2.01402E+13,2/13/2014,2014-02,MOUNTRAIL,15009215,Yes,WPX,Tank Leak,294,294,0,0,294,0,0,
o,2.01402E+13,2/10/2014,2014-02,WILLIAMS,15709821,Yes,Continental Resources,Other,294,294,0,0,294,0,0,
o,2.01402E+13,2/6/2014,2014-02,MCKENZIE,15209403,Yes,Continental Resources,Tank Leak,294,294,0,294,0,0,0,
o,2.01402E+13,2/4/2014,2014-02,BILLINGS,14010010,Yes,Whiting Oil & Gas,Pipeline,294,294,0,210,84,0,0,
o,2.01401E+13,1/19/2014,2014-01,DUNN,14609425,Yes,Marathon Oil,Other,294,294,0,0,294,0,0,
o,2.01401E+13,1/17/2014,2014-01,MOUNTRAIL,15509430,Yes,ExxonMobil/XTO,Valve,294,294,0,294,0,0,0,
o,2.01401E+13,1/9/2014,2014-01,MCKENZIE,15309530,Yes,Lunderby Trucking,Truck/Rail,294,294,0,294,0,0,0,
o,2.01401E+13,1/2/2014,2014-01,MCKENZIE,15010221,Yes,Oasis Petroleum,Tank Leak,294,294,0,0,294,0,0,
o,2.01312E+13,12/2/2013,2013-12,DUNN,14309531,Yes,Oxy,Valve,294,294,0,0,294,0,0,
o,2.01311E+13,11/20/2013,2013-11,WILLIAMS,15410412,Yes,EOG Resources,Treater,294,294,0,294,0,0,0,
o,2.01311E+13,11/20/2013,2013-11,DUNN,14409630,Yes,Oxy,Valve,294,294,0,0,294,0,0,
o,2.0131E+13,10/17/2013,2013-10,MCKENZIE,15009816,Yes,ExxonMobil/XTO,Stuffing Box,294,294,0,294,0,0,0,
o,2.0131E+13,10/3/2013,2013-10,BOWMAN,13110736,Yes,Denbury Onshore,Stuffing Box,294,294,0,168,126,0,0,
o,2.01309E+13,9/22/2013,2013-09,BILLINGS,14210113,Yes,Whiting Oil & Gas,Valve,294,294,0,84,210,0,0,
o,2.01309E+13,9/19/2013,2013-09,WILLIAMS,15409906,Yes,Kodiak Oil & Gas,Other,294,294,0,294,0,0,0,
o,2.01309E+13,9/13/2013,2013-09,MOUNTRAIL,15009216,Yes,WPX,Other,294,294,0,0,0,294,0,
o,2.01308E+13,8/24/2013,2013-08,DIVIDE,16009822,Yes,Baytex,Stuffing Box,294,294,0,126,168,0,0,
o,2.01308E+13,6/26/2013,2013-06,BILLINGS,14410035,Yes,Gmx,Overflow,294,294,0,0,294,0,0,
o,2.01307E+13,7/31/2013,2013-07,MCKENZIE,15409532,Yes,ExxonMobil/XTO,Stuffing Box,294,294,0,294,0,0,0,
o,2.01307E+13,7/22/2013,2013-07,DUNN,14609722,Yes,Hess Corporation,Overflow,294,294,0,294,0,0,0,
o,2.01307E+13,7/19/2013,2013-07,WILLIAMS,15710122,Yes,HRC Operating,Pipeline,294,294,0,294,0,0,0,
o,2.01306E+13,6/22/2013,2013-06,BILLINGS,13910111,Yes,Hess Corporation,Other,294,294,0,0,294,0,0,
o,2.01306E+13,6/19/2013,2013-06,BILLINGS,14110230,Yes,Sequel Energy,Stuffing Box,294,294,0,84,210,0,0,
o,2.01305E+13,5/14/2013,2013-05,MCKENZIE,15010033,Yes,ExxonMobil/XTO,Overflow,294,294,0,294,0,0,0,
o,2.01304E+13,4/26/2013,2013-04,MCKENZIE,15209624,Yes,Petro-Hunt,Other,294,0,294,0,0,0,294,
o,2.01304E+13,4/6/2013,2013-04,WILLIAMS,15410228,Yes,Zenergy,Overflow,294,294,0,294,0,0,0,
o,2.01304E+13,4/11/2013,2013-04,BILLINGS,14210136,Yes,Whiting Oil & Gas,Valve,294,294,0,168,126,0,0,
o,2.01403E+13,3/6/2014,2014-03,MCKENZIE,15209621,No,Newfield Production Company,Other,294,294,0,294,0,0,0,
o,2.01402E+13,2/13/2014,2014-02,STARK,14009808,No,Whiting Oil & Gas,Blowout,294,294,0,294,0,0,0,
o,2.01311E+13,11/24/2013,2013-11,WILLIAMS,15610022,No,Zenergy,Tank Leak,294,294,0,294,0,0,0,
o,2.01212E+13,12/11/2012,2012-12,MOUNTRAIL,15309303,Yes,Oasis Petroleum,Overflow,294,294,0,0,294,0,0,
o,2.01303E+13,3/23/2013,2013-03,MCKENZIE,14909420,No,WPX,Tank Leak,294,294,0,294,0,0,0,
o,2.01302E+13,2/21/2013,2013-02,MCKENZIE,15109918,Yes,SM Energy,Valve,294,294,0,294,0,0,0,
o,2.01302E+13,2/14/2013,2013-02,BILLINGS,14210022,No,Petro-Hunt,Fire,294,84,210,84,0,0,210,
o,2.01301E+13,1/25/2013,2013-01,MCKENZIE,15010228,Yes,Zenergy,Treater,294,294,0,294,0,0,0,
o,2.01301E+13,1/24/2013,2013-01,MCKENZIE,14909820,Yes,Kodiak Oil & Gas,Overflow,294,294,0,126,168,0,0,
o,2.01212E+13,12/29/2012,2012-12,MCKENZIE,15110309,Yes,Zavanna,Truck/Rail,294,294,0,0,294,0,0,
o,2.01212E+13,12/25/2012,2012-12,MCKENZIE,15210025,Yes,Kodiak Oil & Gas,Treater,294,294,0,294,0,0,0,
o,2.01211E+13,11/22/2012,2012-11,DUNN,14609627,No,Continental Resources,Other,294,294,0,294,0,0,0,
o,2.0121E+13,10/26/2012,2012-10,DUNN,15009330,No,WPX,Other,294,294,0,126,168,0,0,
o,2.0121E+13,10/11/2012,2012-10,BILLINGS,14110122,Yes,Denbury Onshore,Truck/Rail,294,294,0,0,294,0,0,
o,2.0121E+13,10/4/2012,2012-10,WILLIAMS,15409507,Yes,ExxonMobil/XTO,Overflow,294,294,0,0,294,0,0,
o,2.01208E+13,8/20/2012,2012-08,BOWMAN,13110620,Yes,Continental Resources,Valve,294,294,0,210,84,0,0,
o,2.01208E+13,8/13/2012,2012-08,MCKENZIE,15209717,Yes,ConocoPhillips/Burlington Resources,Overflow,294,294,0,0,0,294,0,
o,2.01208E+13,8/9/2012,2012-08,BOWMAN,13010606,Yes,Continental Resources,Pipeline,294,294,0,210,84,0,0,
o,2.01206E+13,6/27/2012,2012-06,DIVIDE,16009510,Yes,Continental Resources,Overflow,294,294,0,0,294,0,0,
o,2.01206E+13,6/27/2012,2012-06,DIVIDE,16009510,Yes,Continental Resources,Overflow,294,294,0,0,294,0,0,
o,2.01206E+13,6/8/2012,2012-06,BILLINGS,14110002,No,Whiting Oil & Gas,Other,294,294,0,294,0,0,0,
o,2.01205E+13,5/28/2012,2012-05,MCKENZIE,15210118,Yes,Ccs,Overflow,294,294,0,294,0,0,0,
o,2.01205E+13,5/9/2012,2012-05,MOUNTRAIL,15409221,Yes,Fidelity Exploration & Production,Truck/Rail,294,294,0,294,0,0,0,
o,2.01205E+13,5/1/2012,2012-05,MCKENZIE,15110301,No,Liberty Resources,Pipeline,294,168,126,42,126,0,126,
o,2.01204E+13,4/25/2012,2012-04,DUNN,14509408,Yes,Marathon Oil,Valve,294,294,0,0,294,0,0,
o,2.01203E+13,3/13/2012,2012-03,DIVIDE,16009514,Yes,BTA Oil,Valve,294,294,0,294,0,0,0,
o,2.01203E+13,3/8/2012,2012-03,DUNN,14409734,Yes,Oxy,Overflow,294,294,0,0,294,0,0,
o,NAA00000055,3/2/2012,2012-03,BILLINGS,14010112,No,Slawson Exploration,Stuffing Box,294,294,0,294,0,0,0,
o,2.01202E+13,2/18/2012,2012-02,WILLIAMS,15909633,Yes,Continental Resources,Truck/Rail,294,294,0,0,294,0,0,
o,2.01202E+13,2/12/2012,2012-02,DUNN,14309615,Yes,Oxy,Overflow,294,294,0,0,294,0,0,
o,2.01201E+13,1/9/2012,2012-01,BOTTINEAU,16107829,Yes,G3 Operating,Pipeline,294,294,0,210,84,0,0,
o,2.01112E+13,12/16/2011,2011-12,DUNN,14409517,Yes,Marathon Oil,Tank Leak,294,294,0,0,294,0,0,
o,2.01111E+13,11/19/2011,2011-11,BILLINGS,13910116,Yes,Hess Corporation,Pipeline,294,294,0,42,252,0,0,
o,2.0111E+13,10/9/2011,2011-10,DUNN,14309517,Yes,Oxy,Pump,294,294,0,0,0,294,0,
o,2.01109E+13,9/26/2011,2011-09,BILLINGS,14010101,Yes,Slawson Exploration,Valve,294,294,0,0,294,0,0,
o,2.01108E+13,8/14/2011,2011-08,MCKENZIE,14710434,Yes,Continental Resources,Overflow,294,294,0,0,0,294,0,
o,2.01108E+13,8/7/2011,2011-08,WILLIAMS,15310335,Yes,EOG Resources,Truck/Rail,294,294,0,294,0,0,0,
o,2.01107E+13,7/9/2011,2011-07,MOUNTRAIL,15009205,Yes,WPX,Other,294,294,0,294,0,0,0,
o,2.01106E+13,6/16/2011,2011-06,WILLIAMS,15509821,No,Continental Resources,Truck/Rail,294,294,0,0,0,294,0,
o,2.01105E+13,5/9/2011,2011-05,BILLINGS,14110114,Yes,Denbury Onshore,Overflow,294,294,0,84,210,0,0,
o,2.01104E+13,4/7/2011,2011-04,STARK,14009414,No,"Oil For America Exploration, Llc",Other,294,294,0,0,0,294,0,
o,2.01104E+13,4/2/2011,2011-04,BILLINGS,13810112,Yes,Whiting Oil & Gas,Treater,294,294,0,294,0,0,0,
o,2.01104E+13,4/1/2011,2011-04,DUNN,14509719,No,Petro-Hunt,Stuffing Box,294,294,0,210,84,0,0,
o,2.01101E+13,1/30/2011,2011-01,BILLINGS,13910123,No,Encore Energy,Truck/Rail,294,294,0,0,294,0,0,
o,2.01101E+13,1/12/2011,2011-01,STARK,14009633,Yes,Encore Energy,Truck/Rail,294,294,0,0,0,294,0,
o,2.01101E+13,1/11/2011,2011-01,MOUNTRAIL,15209220,Yes,"Dakota Plains Transport, Inc.",Truck/Rail,294,294,0,294,0,0,0,
o,NAA00000014,11/13/2010,2010-11,BOWMAN,13110630,Yes,Continental Resources,Pipeline,294,294,0,210,84,0,0,
o,NAN00000016,3/22/2010,2010-03,BOWMAN,12910405,No,Continental Resources,Stuffing Box,294,294,0,210,84,0,0,
o,2.01002E+13,2/23/2010,2010-02,MCKENZIE,15109402,Yes,Marathon Oil,Valve,294,294,0,0,0,294,0,
o,2.00912E+13,12/23/2009,2009-12,BILLINGS,14110010,Yes,SM Energy,Overflow,294,294,0,294,0,0,0,
o,NAN00000002,12/20/2009,2009-12,BILLINGS,13810117,Yes,Continental Resources,Pump,294,294,0,0,294,0,0,
o,RWH00000212,12/20/2009,2009-12,STARK,14009735,Yes,ConocoPhillips/Burlington Resources,Pipeline,294,0,294,0,0,0,294,
o,RND00000017,12/19/2009,2009-12,BILLINGS,14310231,Yes,Whiting Oil & Gas,Pump,294,294,0,294,0,0,0,
o,MFB00000333,11/11/2009,2009-11,DUNN,14609427,Yes,Marathon Oil,Overflow,294,294,0,294,0,0,0,
o,2.00908E+13,8/8/2009,2009-08,MOUNTRAIL,15509121,Yes,Fidelity Exploration & Production,Other,294,294,0,294,0,0,0,
o,CWV00000116,1/2/2009,2009-01,BOWMAN,13210532,Yes,ConocoPhillips/Burlington Resources,Valve,294,294,0,252,42,0,0,
o,2.00812E+13,12/19/2008,2008-12,Mountrail,15309225,Yes,Whiting Oil & Gas,Other,294,294,0,294,0,0,0,
o,CWV00000105,11/21/2008,2008-11,GOLDEN VALLEY,14310315,Yes,Encore Energy,Other,294,294,0,210,84,0,0,
o,2.0081E+13,10/27/2008,2008-10,WILLIAMS,15609506,No,Murex,Blowout,294,294,0,294,0,0,0,
o,2.00808E+13,8/5/2008,2008-08,McKenzie,14710511,Yes,Kodiak Oil & Gas,Other,294,294,0,0,294,0,0,
o,CWV00000083,8/12/2008,2008-08,BILLINGS,14410117,Yes,Whiting Oil & Gas,Valve,294,294,0,0,294,0,0,
o,GLW00000022,7/10/2008,2008-07,MCKENZIE,15010114,Yes,Ronald M. Sannes,Tank Leak,294,294,0,210,84,0,0,
o,2.00806E+13,6/18/2008,2008-06,MCKENZIE,15310102,Yes,SM Energy,Treater,294,294,0,0,294,0,0,
o,2.00805E+13,5/27/2008,2008-05,Mountrail,15509111,Yes,Arsenal Energy,Treater,294,294,0,294,0,0,0,
o,2.00803E+13,3/6/2008,2008-03,RENVILLE,16408434,Yes,Murex,Overflow,294,294,0,210,84,0,0,
o,2.00712E+13,11/7/2007,2007-11,MCKENZIE,14610423,Yes,Slawson Exploration,Valve,294,294,0,294,0,0,0,
o,2.00705E+13,5/29/2007,2007-05,McKenzie,14510007,Yes,SM Energy,Pump,294,294,0,0,294,0,0,
o,2.00609E+13,9/11/2006,2006-09,McKenzie,15110206,Yes,Paul Rankin,Treater,294,294,0,84,210,0,0,
o,2.00609E+13,8/29/2006,2006-08,Bowman,13110426,Yes,SM Energy,Pipeline,294,294,0,0,294,0,0,
o,2.00608E+13,8/19/2006,2006-08,McKenzie,15110021,Yes,Zenergy,Pipeline,294,294,0,294,0,0,0,
o,2.00608E+13,8/19/2006,2006-08,McKenzie,15110021,No,Zenergy,Other,294,294,0,294,0,0,0,
o,MFB00000083,5/10/2006,2006-05,WILLIAMS,15509611,Yes,Hess Corporation,Tank Leak,294,294,0,0,294,0,0,
o,2.00601E+13,1/26/2006,2006-01,SLOPE,13310632,No,Continental Resources,Other,294,294,0,210,84,0,0,
o,2.01405E+13,5/20/2014,2014-05,BILLINGS,14010016,Yes,Whiting Oil & Gas,Valve,294,294,0,294,0,0,0,
o,2.01405E+13,5/18/2014,2014-05,MCLEAN,15009018,Yes,QEP,Valve,294,294,0,294,0,0,0,
o,2.01405E+13,5/16/2014,2014-05,DUNN,14309519,Yes,Oxy,Overflow,294,294,0,0,294,0,0,
o,2.01405E+13,5/13/2014,2014-05,MCKENZIE,15109524,Yes,EOG Resources,Treater,294,294,0,294,0,0,0,
o,2.01404E+13,4/2/2014,2014-04,MCLEAN,15008928,Yes,Whiting Oil & Gas,Overflow,294,294,0,0,294,0,0,
o,2.01404E+13,3/30/2014,2014-03,MOUNTRAIL,15109331,Yes,Marathon Oil,Other,294,294,0,294,0,0,0,
o,2.01407E+13,7/12/2014,2014-07,MOUNTRAIL,15509425,Yes,Continental Resources,Other,294,294,0,294,0,0,0,
o,2.01407E+13,7/2/2014,2014-07,MOUNTRAIL,15509220,Yes,Statoil,Other,294,294,0,294,0,0,0,
o,2.01406E+13,6/23/2014,2014-06,DUNN,14209607,Yes,Oxy,Stuffing Box,294,294,0,168,126,0,0,
o,2.01406E+13,6/16/2014,2014-06,MCKENZIE,15210210,Yes,Whiting Oil & Gas,Overflow,294,294,0,294,0,0,0,
o,2.01407E+13,7/7/2014,2014-07,WILLIAMS,15410103,No,Statoil,Treater,294,294,0,294,0,0,0,
o,2.01407E+13,7/3/2014,2014-07,WILLIAMS,15610034,No,Statoil,Valve,294,294,0,294,0,0,0,
o,2.01408E+13,8/12/2014,2014-08,MOUNTRAIL,15109227,Yes,Slawson Exploration,Tank Leak,294,294,0,0,294,0,0,
o,2.01409E+13,9/4/2014,2014-09,DUNN,14709624,No,Continental Resources,Overflow,294,294,0,294,0,0,0,
o,2.01409E+13,9/27/2014,2014-09,MOUNTRAIL,15709006,Yes,EOG Resources,Other,294,294,0,0,294,0,0,
o,2.01311E+13,11/24/2013,2013-11,DUNN,14709214,No,Kodiak Oil & Gas,Valve,300,300,0,0,0,300,0,
o,2.01102E+13,2/23/2011,2011-02,DIVIDE,16109620,Yes,Continental Resources,Valve,300,300,0,0,0,300,0,
o,2.01211E+13,11/19/2012,2012-11,MCKENZIE,14810111,Yes,Hunt Oil,Other,326,326,0,32,294,0,0,
o,2.01308E+13,8/30/2013,2013-08,WILLIAMS,15509735,Yes,ExxonMobil/XTO,Other,330,330,0,0,0,330,0,
g,EIR1859,1/28/2013,2013-01,Williams,15409506,No,Rose Rock Midstream Lp,Truck/Rail,336,336,0,336,0,0,0,
o,2.01403E+13,3/2/2014,2014-03,WILLIAMS,15409509,Yes,Rim Operating,Overflow,336,336,0,336,0,0,0,
o,2.01403E+13,3/14/2014,2014-03,STARK,14009631,Yes,ConocoPhillips/Burlington Resources,Pipeline,336,336,0,0,336,0,0,
o,2.01403E+13,3/13/2014,2014-03,DUNN,14709311,Yes,Kodiak Oil & Gas,Truck/Rail,336,336,0,0,336,0,0,
o,2.01403E+13,3/14/2014,2014-03,MCKENZIE,15209402,Yes,HRC Operating,Other,336,336,0,42,294,0,0,
o,2.01403E+13,3/1/2014,2014-03,BILLINGS,14309916,Yes,Thunderbird Resources Lp,Overflow,336,336,0,84,252,0,0,
o,2.01402E+13,2/26/2014,2014-02,DUNN,14509321,Yes,"Mcrae & Henry, Ltd.",Overflow,336,336,0,0,336,0,0,
o,2.01402E+13,2/20/2014,2014-02,MOUNTRAIL,15409326,Yes,Hess Corporation,Overflow,336,336,0,0,0,336,0,
o,2.01402E+13,2/17/2014,2014-02,DIVIDE,16310102,Yes,American Eagle Energy Corporation,Valve,336,336,0,0,336,0,0,
o,2.01402E+13,2/10/2014,2014-02,WILLIAMS,15909528,Yes,Continental Resources,Overflow,336,336,0,336,0,0,0,
o,2.01401E+13,1/15/2014,2014-01,WILLIAMS,15409714,Yes,ExxonMobil/XTO,Tank Leak,336,336,0,336,0,0,0,
o,2.01401E+13,1/6/2014,2014-01,MOUNTRAIL,15609101,Yes,"Red Willow Energy Traders, Llc",Tank Leak,336,336,0,336,0,0,0,
o,2.01312E+13,12/28/2013,2013-12,MCKENZIE,15209916,Yes,Continental Resources,Other,336,336,0,0,0,336,0,
o,2.01312E+13,12/27/2013,2013-12,MOUNTRAIL,15809122,Yes,EOG Resources,Tank Leak,336,336,0,0,336,0,0,
o,2.01312E+13,12/18/2013,2013-12,WILLIAMS,15310315,Yes,Oasis Petroleum,Overflow,336,336,0,0,336,0,0,
o,2.01312E+13,12/11/2013,2013-12,BILLINGS,14010028,Yes,Whiting Oil & Gas,Other,336,336,0,0,336,0,0,
o,2.01312E+13,12/5/2013,2013-12,MCKENZIE,14909807,Yes,Kodiak Oil & Gas,Valve,336,336,0,336,0,0,0,
o,2.01312E+13,12/1/2013,2013-12,DUNN,14209507,Yes,Oxy,Overflow,336,336,0,0,336,0,0,
o,2.01312E+13,11/30/2013,2013-11,WILLIAMS,15409612,Yes,ExxonMobil/XTO,Overflow,336,336,0,336,0,0,0,
o,2.01311E+13,11/19/2013,2013-11,DUNN,14409630,Yes,Oxy,Valve,336,336,0,0,336,0,0,
o,2.01311E+13,11/9/2013,2013-11,MCKENZIE,15009521,Yes,"Bennett Swd, Llc",Overflow,336,336,0,336,0,0,0,
o,2.01311E+13,11/7/2013,2013-11,WILLIAMS,15809506,Yes,Enduro Operating,Truck/Rail,336,336,0,336,0,0,0,
o,2.01311E+13,10/7/2013,2013-10,WILLIAMS,15809506,Yes,Enduro Operating,Truck/Rail,336,336,0,336,0,0,0,
o,2.01311E+13,11/6/2013,2013-11,MOUNTRAIL,15209229,Yes,Slawson Exploration,Truck/Rail,336,336,0,0,336,0,0,
o,2.0131E+13,10/23/2013,2013-10,MCKENZIE,14910215,Yes,"EMERALD OIL, INC",Overflow,336,336,0,168,168,0,0,
o,2.0131E+13,10/19/2013,2013-10,WILLIAMS,15409827,Yes,Kodiak Oil & Gas,Overflow,336,336,0,0,336,0,0,
o,2.01307E+13,7/15/2013,2013-07,MCKENZIE,15210326,Yes,Liberty Resources,Valve,336,336,0,0,0,336,0,
o,2.01307E+13,7/7/2013,2013-07,DUNN,14809409,Yes,HRC Operating,Other,336,336,0,336,0,0,0,
o,2.01307E+13,7/3/2013,2013-07,WILLIAMS,15409915,Yes,Zavanna,Valve,336,336,0,336,0,0,0,
o,2.01307E+13,7/1/2013,2013-07,DUNN,14409720,Yes,Oxy,Pipeline,336,336,0,336,0,0,0,
o,2.01306E+13,6/25/2013,2013-06,MCKENZIE,15009502,Yes,EOG Resources,Overflow,336,336,0,336,0,0,0,
o,2.01306E+13,6/12/2013,2013-06,BILLINGS,14109811,Yes,Continental Resources,Valve,336,336,0,0,0,336,0,
o,2.01306E+13,6/7/2013,2013-06,DUNN,14709401,Yes,HRC Operating,Valve,336,336,0,336,0,0,0,
o,2.01305E+13,5/15/2013,2013-05,WILLIAMS,15410234,Yes,Statoil,Valve,336,336,0,336,0,0,0,
o,2.01305E+13,5/9/2013,2013-05,WILLIAMS,15509819,Yes,Continental Resources,Pipeline,336,336,0,0,336,0,0,
o,2.01304E+13,4/16/2013,2013-04,DIVIDE,16310103,Yes,American Eagle Energy Corporation,Overflow,336,336,0,336,0,0,0,
o,2.01304E+13,4/8/2013,2013-04,MOUNTRAIL,15309128,Yes,Whiting Oil & Gas,Treater,336,336,0,0,336,0,0,
o,2.01304E+13,4/1/2013,2013-04,BILLINGS,14309823,Yes,Denbury Onshore,Valve,336,336,0,0,336,0,0,
o,2.01304E+13,3/31/2013,2013-03,WILLIAMS,15610211,Yes,ExxonMobil/XTO,Valve,336,336,0,336,0,0,0,
o,2.01402E+13,2/13/2014,2014-02,WILLIAMS,15510103,No,Oasis Petroleum,Valve,336,336,0,0,0,336,0,
o,2.01401E+13,1/8/2014,2014-01,WILLIAMS,15509706,No,Continental Resources,Valve,336,336,0,336,0,0,0,
o,2.01312E+13,12/24/2013,2013-12,MOUNTRAIL,15609227,No,EOG Resources,Valve,336,336,0,336,0,0,0,
o,2.01308E+13,7/30/2013,2013-07,WILLIAMS,15309804,No,Kodiak Oil & Gas,Pipeline,336,336,0,0,336,0,0,
o,2.01306E+13,6/20/2013,2013-06,BOWMAN,13010713,No,Denbury Onshore,Other,336,336,0,0,336,0,0,
o,2.01212E+13,12/21/2012,2012-12,MCKENZIE,15210014,Yes,Continental Resources,Overflow,336,336,0,0,0,336,0,
o,2.01212E+13,12/7/2012,2012-12,MCKENZIE,15110206,Yes,Hess Corporation,Truck/Rail,336,336,0,0,336,0,0,
o,2.01303E+13,3/21/2013,2013-03,MOUNTRAIL,15409201,Yes,Whiting Oil & Gas,Tank Leak,336,336,0,336,0,0,0,
o,2.01303E+13,3/8/2013,2013-03,DUNN,14109733,Yes,Whiting Oil & Gas,Valve,336,336,0,336,0,0,0,
o,2.01303E+13,3/1/2013,2013-03,MCKENZIE,14909814,Yes,Newfield Production Company,Truck/Rail,336,336,0,336,0,0,0,
o,2.01302E+13,2/21/2013,2013-02,MCKENZIE,15010118,Yes,Zenergy,Pipeline,336,336,0,336,0,0,0,
o,2.01302E+13,2/1/2013,2013-02,DUNN,14409725,Yes,Oxy,Overflow,336,336,0,0,336,0,0,
o,2.01302E+13,1/16/2013,2013-01,MCKENZIE,14910118,Yes,Hess Corporation,Treater,336,336,0,336,0,0,0,
o,2.01211E+13,7/28/2012,2012-07,WILLIAMS,15610319,No,Oasis Petroleum,Truck/Rail,336,336,0,0,0,336,0,
o,2.01211E+13,11/13/2012,2012-11,MOUNTRAIL,15409213,Yes,Whiting Oil & Gas,Valve,336,336,0,336,0,0,0,
o,2.01211E+13,11/12/2012,2012-11,WILLIAMS,15410230,No,Statoil,Stuffing Box,336,336,0,210,126,0,0,
o,2.0121E+13,10/21/2012,2012-10,DUNN,14709634,Yes,Continental Resources,Other,336,336,0,0,336,0,0,
o,2.0121E+13,10/10/2012,2012-10,DUNN,14709529,Yes,ConocoPhillips/Burlington Resources,Tank Leak,336,336,0,0,336,0,0,
o,2.01209E+13,9/24/2012,2012-09,MCKENZIE,15209926,Yes,Continental Resources,Other,336,336,0,0,0,336,0,
o,2.01209E+13,9/9/2011,2011-09,BURKE,16309323,Yes,Petro Harvester,Treater,336,336,0,168,168,0,0,
o,2.01207E+13,7/24/2012,2012-07,DIVIDE,16109507,Yes,Continental Resources,Stuffing Box,336,336,0,336,0,0,0,
o,2.01207E+13,7/16/2012,2012-07,BOTTINEAU,16208130,Yes,Petro Harvester,Treater,336,336,0,336,0,0,0,
o,2.01206E+13,6/28/2012,2012-06,MOUNTRAIL,15609234,Yes,Hess Corporation,Other,336,336,0,336,0,0,0,
o,2.01206E+13,6/23/2012,2012-06,DUNN,14809209,Yes,ExxonMobil/XTO,Pipeline,336,336,0,0,336,0,0,
o,2.01206E+13,5/22/2012,2012-05,MOUNTRAIL,15609128,Yes,Samson Resources,Tank Leak,336,336,0,336,0,0,0,
o,2.01205E+13,5/22/2012,2012-05,DUNN,14209708,Yes,Oxy,Pipeline,336,336,0,0,0,336,0,
o,2.01205E+13,5/7/2012,2012-05,STARK,14009933,No,Energy Equity Company,Valve,336,336,0,0,336,0,0,
o,2.01204E+13,1/27/2012,2012-01,DUNN,14109717,Yes,Oxy,Overflow,336,336,0,0,0,336,0,
o,2.01204E+13,4/16/2012,2012-04,WILLIAMS,15610329,Yes,Oasis Petroleum,Valve,336,336,0,0,336,0,0,
o,2.01204E+13,4/16/2012,2012-04,DUNN,14209726,Yes,Oxy,Valve,336,336,0,0,0,336,0,
o,2.01204E+13,4/12/2012,2012-04,BILLINGS,14310136,No,Continental Resources,Overflow,336,336,0,0,336,0,0,
o,2.01203E+13,3/9/2012,2012-03,DIVIDE,16109630,Yes,Continental Resources,Overflow,336,336,0,0,336,0,0,
o,2.01203E+13,3/7/2012,2012-03,BOTTINEAU,16108130,Yes,Denbury Onshore,Pipeline,336,336,0,252,84,0,0,
o,2.01202E+13,2/21/2012,2012-02,MCKENZIE,15009530,Yes,ConocoPhillips/Burlington Resources,Overflow,336,336,0,0,0,336,0,
o,2.01202E+13,2/21/2012,2012-02,RENVILLE,16408535,Yes,Taqa North,Pipeline,336,336,0,0,336,0,0,
o,2.01202E+13,2/12/2012,2012-02,DUNN,14109608,Yes,Oxy,Valve,336,336,0,0,168,168,0,
o,2.01201E+13,1/28/2012,2012-01,WILLIAMS,15509802,Yes,Continental Resources,Overflow,336,336,0,336,0,0,0,
o,2.01201E+13,12/25/2011,2011-12,DUNN,14609731,Yes,BTA Oil,Pipeline,336,336,0,210,126,0,0,
o,2.01112E+13,12/23/2011,2011-12,BILLINGS,13910213,Yes,Hess Corporation,Pipeline,336,336,0,336,0,0,0,
o,2.01112E+13,12/19/2011,2011-12,BOWMAN,13010712,Yes,Denbury Onshore,Valve,336,336,0,0,336,0,0,
o,2.01112E+13,12/13/2011,2011-12,MOUNTRAIL,15809418,Yes,Hess Corporation,Valve,336,336,0,336,0,0,0,
o,2.01112E+13,12/12/2011,2011-12,MCKENZIE,15210118,Yes,Encore Energy,Valve,336,336,0,0,336,0,0,
o,2.01111E+13,11/23/2011,2011-11,BOTTINEAU,16207935,Yes,Petro Harvester,Treater,336,336,0,336,0,0,0,
o,2.0111E+13,10/21/2011,2011-10,MOUNTRAIL,15409215,Yes,Fidelity Exploration & Production,Stuffing Box,336,336,0,42,294,0,0,
o,2.0111E+13,9/27/2011,2011-09,WILLIAMS,15610325,No,Brigham Oil & Gas,Pump,336,336,0,0,0,336,0,
o,2.01109E+13,9/26/2011,2011-09,DUNN,14209610,Yes,Oxy,Tank Leak,336,336,0,336,0,0,0,
