source,incident_id,incident_date,formated_date,county,range,contained,company,incident_type,total_gallons,chem_gallons,water_gallons,oil,brine,other,water,note
o,MFB00000351,12/13/2010,2010-12,MOUNTRAIL,15609104,Yes,Hess Corporation,Stuffing Box,5,5,0,5,0,0,0,
o,2.01003E+13,3/27/2010,2010-03,Mountrail,15609424,No,Hess Corporation,Other,5,5,0,0,0,5,0,
o,CWV00000175,12/16/2009,2009-12,DUNN,14809627,No,Encore Energy,Treater,5,5,0,5,0,0,0,
o,2.00904E+13,4/6/2009,2009-04,BILLINGS,14409834,Yes,Petro-Hunt,Treater,5,5,0,5,0,0,0,
o,JSA00000020,3/30/2009,2009-03,MCKENZIE,15010203,No,Petro-Hunt,Other,5,5,0,5,0,0,0,
o,JSA00000019,1/21/2009,2009-01,MCKENZIE,14810222,Yes,Summit,Blowout,5,5,0,5,0,0,0,
o,2.00812E+13,12/31/2008,2008-12,McKenzie,15109532,Yes,Hess Corporation,Pipeline,5,5,0,5,0,0,0,
o,RWH00000133,6/26/2008,2008-06,DUNN,14609309,No,Marathon Oil,Other,5,5,0,5,0,0,0,
o,2.00806E+13,6/11/2008,2008-06,McKenzie,12910701,Yes,Petro-Hunt,Pipeline,5,5,0,5,0,0,0,
o,MFB00000210,3/27/2008,2008-03,WILLIAMS,15809535,Yes,Hess Corporation,Pipeline,5,5,0,5,0,0,0,
o,MFB00000269,7/25/2007,2007-07,WILLIAMS,15809535,Yes,Hess Corporation,Pipeline,5,5,0,5,0,0,0,
o,MFB00000156,7/10/2007,2007-07,WILLIAMS,15809535,Yes,Hess Corporation,Pipeline,5,5,0,5,0,0,0,
o,2.00702E+13,1/20/2007,2007-01,Williams,15609531,Yes,Hess Corporation,Other,5,5,0,5,0,0,0,
o,RWH00000054,8/8/2006,2006-08,BILLINGS,14209801,No,"Ansbro Petroleum Company, Llc",Other,5,5,0,5,0,0,0,
o,2.00603E+13,3/6/2006,2006-03,BOWMAN,13210714,No,Continental Resources,Treater,5,5,0,5,0,0,0,
o,2.01405E+13,5/8/2014,2014-05,MCKENZIE,15009518,Yes,Oneok,Overflow,5,5,0,0,0,5,0,
o,2.01405E+13,5/5/2014,2014-05,WILLIAMS,15409923,Yes,Oneok,Pipeline,5,5,0,0,0,5,0,
o,2.01404E+13,4/2/2014,2014-04,MCKENZIE,15109617,Yes,Bear Paw Energy,Other,5,5,0,5,0,0,0,
o,2.01404E+13,4/25/2014,2014-04,DUNN,14809433,No,HRC Operating,Other,5,5,0,0,0,5,0,
o,2.01404E+13,4/22/2014,2014-04,DUNN,14309632,No,Oxy,Other,5,5,0,0,0,5,0,
o,2.01404E+13,4/22/2014,2014-04,BURKE,16309134,No,Condor Petroleum,Fire,5,5,0,5,0,0,0,
o,2.01404E+13,4/21/2014,2014-04,DUNN,14409630,No,Oxy,Treater,5,5,0,5,0,0,0,
o,2.01404E+13,4/15/2014,2014-04,WILLIAMS,15909934,No,Continental Resources,Other,5,5,0,5,0,0,0,
o,2.01404E+13,4/9/2014,2014-04,BURKE,15909404,No,Petro-Hunt,Other,5,5,0,5,0,0,0,
o,2.01407E+13,7/1/2014,2014-07,DUNN,14609627,No,Continental Resources,Fire,5,5,0,5,0,0,0,
o,2.01408E+13,8/10/2014,2014-08,MCKENZIE,15309526,Yes,Hess Corporation,Pipeline,5,5,0,5,0,0,0,
o,2.01408E+13,8/18/2014,2014-08,WILLIAMS,15409504,Yes,Hess Corporation,Fire,5,5,0,0,0,5,0,
o,2.01408E+13,8/28/2014,2014-08,DUNN,14809419,Yes,HRC Operating,Fire,5,5,0,5,0,0,0,
o,2.01409E+13,8/30/2014,2014-08,DIVIDE,16209918,Yes,Baytex,Treater,5,5,0,5,0,0,0,
o,2.01409E+13,9/18/2014,2014-09,MCKENZIE,15009816,Yes,Oneok,Pipeline,5,5,0,0,0,5,0,
g,EIR3476,9/19/2014,2014-09,Dunn,14409723,no,Rud Oil,Truck/Rail,5,5,0,0,5,NULL,0,
g,EIR3412,7/31/2014,2014-07,Williams,15510210,no,Abco,Truck/Rail,5,5,0,5,0,NULL,0,
o,2.01009E+13,9/11/2010,2010-09,MOUNTRAIL,15409303,Yes,Hess Corporation,Tank Leak,5.039999962,5.039999962,0,5.039999962,0,0,0,
o,2.01003E+13,3/22/2010,2010-03,Williams,12910701,No,Hess Corporation,Other,5.039999962,5.039999962,0,5.039999962,0,0,0,
o,2.01208E+13,8/12/2012,2012-08,STARK,13909714,Yes,Denbury Onshore,Treater,5.25,5.25,0,5.25,0,0,0,
o,2.0071E+13,10/10/2007,2007-10,MCKENZIE,15209508,Yes,Hess Corporation,Pipeline,5.25,5.25,0,5.25,0,0,0,
o,2.01004E+13,4/9/2010,2010-04,MOUNTRAIL,15409405,No,Hess Corporation,Stuffing Box,5.880000114,5.880000114,0,5.880000114,0,0,0,
g,EIR2064,10/8/2013,2013-10,Stark,13909711,No,Quality Carriers,Other,6,6,0,6,0,0,0,
o,2.01403E+13,3/14/2014,2014-03,MCKENZIE,15110403,No,Zavanna,Other,6,6,0,0,0,6,0,
o,2.01306E+13,6/18/2013,2013-06,MCKENZIE,14509820,No,Continental Resources,Other,6,6,0,0,0,6,0,
o,2.0121E+13,10/17/2012,2012-10,MCKENZIE,15010418,No,Whiting Oil & Gas,Other,6,6,0,6,0,0,0,
o,2.01208E+13,8/30/2012,2012-08,DUNN,14709331,No,ConocoPhillips/Burlington Resources,Other,6,6,0,6,0,0,0,
o,2.01204E+13,4/5/2012,2012-04,MCKENZIE,15109422,No,Marathon Oil,Treater,6,6,0,6,0,0,0,
o,2.01105E+13,5/2/2011,2011-05,WILLIAMS,15609635,Yes,Hess Corporation,Tank Leak,6,6,0,6,0,0,0,
o,2.00904E+13,4/11/2009,2009-04,BOWMAN,13010710,Yes,Encore Energy,Treater,6,6,0,6,0,0,0,
o,CWV00000115,12/29/2008,2008-12,BOWMAN,13010506,Yes,ConocoPhillips/Burlington Resources,Pipeline,6,6,0,6,0,0,0,
o,2.01405E+13,5/17/2014,2014-05,MCKENZIE,15309525,No,ConocoPhillips/Burlington Resources,Other,6,6,0,6,0,0,0,
g,EIR1558,10/24/2011,2011-10,McKenzie,15009624,No,Wylie Bice Trucking,Truck/Rail,7,7,0,7,0,0,0,
g,EIR1454,6/14/2011,2011-06,Bowman,13910111,No,Plains Pipeline,Pipeline,7,7,0,7,0,0,0,
o,2.01312E+13,12/16/2013,2013-12,MOUNTRAIL,15809527,Yes,Hess Corporation,Pump,7,7,0,0,0,7,0,
o,2.01402E+13,2/12/2014,2014-02,WILLIAMS,15709812,No,Hess Corporation,Other,7,7,0,7,0,0,0,
o,2.01012E+13,12/10/2010,2010-12,WILLIAMS,15410025,No,Zavanna,Truck/Rail,7,7,0,0,7,0,0,
o,NAN00000032,12/2/2012,2012-12,,14009914,Yes,Whiting Oil & Gas,Other,8,8,0,0,0,8,0,
o,2.0101E+13,10/18/2010,2010-10,MOUNTRAIL,15609027,Yes,Hess Corporation,Pipeline,8,8,0,0,0,8,0,
o,MFB00000323,10/8/2009,2009-10,WILLIAMS,15609532,Yes,Hess Corporation,Other,8,8,0,8,0,0,0,
o,MFB00000287,4/2/2009,2009-04,MOUNTRAIL,15509036,Yes,Hess Corporation,Valve,8,8,0,0,8,0,0,
o,2.00804E+13,4/3/2008,2008-04,Divide,16009624,Yes,Citation Oil & Gas,Tank Leak,8,8,0,8,0,0,0,
o,2.00602E+13,2/13/2006,2006-02,BOWMAN,13210714,No,Continental Resources,Treater,8,8,0,8,0,0,0,
o,2.01311E+13,11/12/2013,2013-11,MCKENZIE,15109508,No,Hess Corporation,Treater,8.399999619,8.399999619,0,8.399999619,0,0,0,
o,2.01003E+13,3/2/2010,2010-03,BOWMAN,13010629,Yes,Encore Energy,Blowout,8.399999619,8.399999619,0,4.199999809,4.199999809,0,0,
o,MFB00000299,1/14/2009,2009-01,WILLIAMS,15609532,Yes,Hess Corporation,Valve,8.399999619,8.399999619,0,8.399999619,0,0,0,
o,MFB00000264,1/4/2009,2009-01,WILLIAMS,15709514,Yes,Hess Corporation,Treater,8.399999619,8.399999619,0,8.399999619,0,0,0,
o,2.01405E+13,5/15/2014,2014-05,MCKENZIE,14909908,No,Whiting Oil & Gas,Other,8.399999619,8.399999619,0,8.399999619,0,0,0,
o,2.01404E+13,4/4/2014,2014-04,DIVIDE,16310125,No,Whiting Oil & Gas,Fire,8.399999619,8.399999619,0,8.399999619,0,0,0,
o,2.01407E+13,6/29/2014,2014-06,WILLIAMS,15509728,No,Continental Resources,Other,8.399999619,8.399999619,0,8.399999619,0,0,0,
o,2.01401E+13,1/23/2014,2014-01,MOUNTRAIL,15109322,No,Marathon Oil,Valve,9,9,0,9,0,0,0,
o,2.01407E+13,7/26/2014,2014-07,MCKENZIE,15109403,No,Marathon Oil,Stuffing Box,9,9,0,9,0,0,0,
o,2.01206E+13,6/5/2012,2012-06,WILLIAMS,15509521,No,Hess Corporation,Other,9.659999847,9.659999847,0,9.659999847,0,0,0,
o,2.01006E+13,6/10/2010,2010-06,MOUNTRAIL,15609112,Yes,Hess Corporation,Stuffing Box,9.659999847,9.659999847,0,9.659999847,0,0,0,
o,2.01304E+13,4/29/2013,2013-04,MOUNTRAIL,15609407,Yes,Hess Corporation,Other,9.99600029,9.99600029,0,9.99600029,0,0,0,
o,2.01102E+13,2/20/2011,2011-02,MOUNTRAIL,15609236,Yes,Hess Corporation,Treater,9.99600029,9.99600029,0,9.99600029,0,0,0,
g,EIR3244,3/13/2014,2014-03,Ward,15608621,No,Bridger Transfer,Other,10,10,0,10,0,0,0,
g,EIR1939,6/12/2013,2013-06,Mountrail,15609127,No,Plains Pipeline,Other,10,10,0,10,0,0,0,
g,EIR1858,1/26/2013,2013-01,Benson,15506705,No,Enbridge Energy,Pipeline,10,10,0,10,0,0,0,
g,EIR1839,12/21/2012,2012-12,Williams,15609532,No,Enbridge Energy,Pipeline,10,10,0,10,0,0,0,
g,EIR1755,8/8/2012,2012-08,McKenzie,15009924,No,Mitchells Oil Field Service,Tank Leak,10,10,0,10,0,0,0,
g,EIR1573,11/23/2011,2011-11,McKenzie,15110118,No,Tpg,Other,10,10,0,10,0,0,0,
g,EIR1561,10/24/2011,2011-10,Mountrail,15309123,No,Plains Pipeline,Other,10,10,0,10,0,0,0,
g,EIR1484,7/12/2011,2011-07,Dunn,14709719,No,Plains Pipeline,Pump,10,10,0,10,0,0,0,
g,EIR1357,2/16/2011,2011-02,Williams,15410234,No,Rugged West Services,Other,10,10,0,10,0,0,0,
g,EIR1270,7/16/2010,2010-07,McKenzie,15110118,No,Tpg,Truck/Rail,10,10,0,10,0,0,0,
g,EIR1182,9/21/2009,2009-09,Pembina,16205132,No,Enbridge Energy,Pipeline,10,10,0,10,0,0,0,
g,EIR3377,7/8/2014,2014-07,Williams,15609532,No,David Peyer,Truck/Rail,10,10,0,10,0,0,0,
o,2.01401E+13,1/11/2014,2014-01,MCKENZIE,15010303,Yes,ExxonMobil/XTO,Other,10,10,0,10,0,0,0,
o,2.01312E+13,12/3/2013,2013-12,MCKENZIE,15009403,Yes,HRC Operating,Fire,10,10,0,10,0,0,0,
o,2.01309E+13,9/4/2013,2013-09,DUNN,14709316,Yes,Enerplus Resources,Pump,10,10,0,10,0,0,0,
o,2.01307E+13,7/11/2013,2013-07,BURKE,16109301,Yes,Oasis Petroleum,Truck/Rail,10,10,0,0,5,5,0,
o,2.01304E+13,4/18/2013,2013-04,BILLINGS,14110127,Yes,Denbury Onshore,Stuffing Box,10,10,0,5,5,0,0,
o,2.01402E+13,2/20/2014,2014-02,DUNN,14309719,No,Oxy,Other,10,10,0,10,0,0,0,
o,2.01401E+13,1/15/2014,2014-01,MCKENZIE,15010405,No,Oasis Petroleum,Treater,10,10,0,10,0,0,0,
o,2.01401E+13,1/9/2014,2014-01,DUNN,14809419,No,HRC Operating,Other,10,10,0,10,0,0,0,
o,2.01312E+13,12/28/2013,2013-12,DUNN,14509610,No,ConocoPhillips/Burlington Resources,Other,10,10,0,10,0,0,0,
o,2.01312E+13,12/22/2013,2013-12,WILLIAMS,15509810,No,Continental Resources,Other,10,10,0,5,5,0,0,
o,2.01312E+13,12/13/2013,2013-12,MCKENZIE,15009635,No,ConocoPhillips/Burlington Resources,Other,10,10,0,10,0,0,0,
o,2.01311E+13,11/25/2013,2013-11,MOUNTRAIL,15309015,No,EOG Resources,Other,10,10,0,10,0,0,0,
o,2.0131E+13,10/25/2013,2013-10,MCKENZIE,15209415,No,HRC Operating,Other,10,10,0,10,0,0,0,
o,2.01308E+13,8/22/2013,2013-08,MOUNTRAIL,15309015,No,EOG Resources,Other,10,10,0,10,0,0,0,
o,2.01307E+13,7/8/2013,2013-07,WILLIAMS,15609508,No,Murex,Other,10,10,0,8,2,0,0,
o,2.01212E+13,12/19/2012,2012-12,DIVIDE,16009635,No,Continental Resources,Stuffing Box,10,10,0,10,0,0,0,
o,2.01303E+13,3/15/2013,2013-03,STARK,13909909,No,Whiting Oil & Gas,Other,10,10,0,10,0,0,0,
o,2.01302E+13,2/22/2013,2013-02,MCKENZIE,15210020,No,Oasis Petroleum,Valve,10,10,0,10,0,0,0,
o,2.01301E+13,1/21/2013,2013-01,WILLIAMS,15809831,No,Continental Resources,Other,10,10,0,10,0,0,0,
o,2.0121E+13,10/12/2012,2012-10,DIVIDE,16009725,No,Continental Resources,Other,10,10,0,0,10,0,0,
o,2.01207E+13,7/27/2012,2012-07,MCKENZIE,15009427,Yes,WPX,Pump,10,10,0,10,0,0,0,
o,2.01204E+13,4/25/2012,2012-04,DUNN,14409729,Yes,Oxy,Fire,10,10,0,10,0,0,0,
o,2.01201E+13,1/5/2012,2012-01,DUNN,14709619,No,Continental Resources,Treater,10,10,0,10,0,0,0,
o,2.01111E+13,11/23/2011,2011-11,BURKE,16009433,Yes,Petro-Hunt,Stuffing Box,10,10,0,10,0,0,0,
o,2.0111E+13,10/31/2011,2011-10,BILLINGS,13910111,Yes,Hess Corporation,Pipeline,10,10,0,0,10,0,0,
o,2.01109E+13,9/25/2011,2011-09,WILLIAMS,15409832,No,Hess Corporation,Valve,10,10,0,10,0,0,0,
o,2.01109E+13,9/11/2011,2011-09,MOUNTRAIL,15609234,Yes,Hess Corporation,Other,10,10,0,0,0,10,0,
o,2.01107E+13,7/8/2011,2011-07,STARK,13909917,Yes,Whiting Oil & Gas,Treater,10,10,0,10,0,0,0,
o,2.01104E+13,4/27/2011,2011-04,MOUNTRAIL,15309006,No,EOG Resources,Other,10,10,0,0,0,10,0,
o,2.01104E+13,4/26/2011,2011-04,DIVIDE,16109514,No,Continental Resources,Tank Leak,10,10,0,10,0,0,0,
o,2.01104E+13,4/26/2011,2011-04,MOUNTRAIL,15309314,No,Whiting Oil & Gas,Treater,10,10,0,10,0,0,0,
o,2.01103E+13,3/19/2011,2011-03,WILLIAMS,15409817,Yes,"Tracker Resource Development Ii, Llc",Pipeline,10,10,0,0,10,0,0,
o,2.01103E+13,3/16/2011,2011-03,WILLIAMS,15709423,Yes,Hess Corporation,Truck/Rail,10,10,0,10,0,0,0,
o,2.01102E+13,2/9/2011,2011-02,MCKENZIE,15209320,No,Marathon Oil,Treater,10,10,0,10,0,0,0,
o,2.01101E+13,1/21/2011,2011-01,DIVIDE,16209511,Yes,Hess Corporation,Stuffing Box,10,10,0,10,0,0,0,
o,2.01012E+13,12/3/2010,2010-12,MOUNTRAIL,15709426,Yes,Hess Corporation,Pump,10,10,0,10,0,0,0,
o,2.0101E+13,10/16/2010,2010-10,WILLIAMS,15509506,Yes,Hess Corporation,Other,10,0,10,0,0,0,10,
o,2.01008E+13,3/19/2010,2010-03,BURKE,16209107,Yes,Condor Petroleum,Stuffing Box,10,10,0,10,0,0,0,
o,2.01005E+13,5/25/2010,2010-05,BOWMAN,13010712,Yes,Encore Energy,Pipeline,10,10,0,5,5,0,0,
o,NAN00000022,5/22/2010,2010-05,BOWMAN,13110609,No,ConocoPhillips/Burlington Resources,Pipeline,10,0,10,0,0,0,10,
o,2.01003E+13,3/3/2010,2010-03,BOWMAN,13010702,Yes,Encore Energy,Other,10,10,0,5,5,0,0,
o,2.00912E+13,12/21/2009,2009-12,MCKENZIE,14810428,No,SM Energy,Truck/Rail,10,10,0,10,0,0,0,
o,MFB00000324,10/9/2009,2009-10,MOUNTRAIL,15609125,Yes,Hess Corporation,Treater,10,10,0,5,5,0,0,
o,RWH00000200,9/30/2009,2009-09,DUNN,14709515,Yes,ConocoPhillips/Burlington Resources,Overflow,10,10,0,10,0,0,0,
o,2.00908E+13,8/11/2009,2009-08,BOTTINEAU,16107921,Yes,Hess Corporation,Valve,10,10,0,0,10,0,0,
o,MFB00000292,5/4/2009,2009-05,DIVIDE,16009602,No,Continental Resources,Treater,10,10,0,10,0,0,0,
o,2.00812E+13,12/16/2008,2008-12,Billings,14210035,Yes,Petro-Hunt,Overflow,10,10,0,0,10,0,0,
o,2.00809E+13,9/19/2008,2008-09,McKenzie,14610408,No,Summit,Treater,10,10,0,10,0,0,0,
o,2.00712E+13,12/4/2007,2007-12,McKenzie,15210210,Yes,Energy Equity Company,Pipeline,10,10,0,0,10,0,0,
o,2.00607E+13,7/15/2006,2006-07,Williams,15709526,Yes,Hess Corporation,Overflow,10,10,0,10,0,0,0,
o,2.01405E+13,5/15/2014,2014-05,MCKENZIE,15209621,Yes,Oneok,Overflow,10,10,0,0,0,10,0,
o,2.01404E+13,4/17/2014,2014-04,DUNN,14909320,Yes,WPX,Other,10,10,0,0,0,10,0,
o,2.01406E+13,6/9/2014,2014-06,MCKENZIE,15009631,No,ConocoPhillips/Burlington Resources,Other,10,10,0,10,0,0,0,
o,2.01407E+13,7/6/2014,2014-07,MCKENZIE,15209503,Yes,Hess Corporation,Truck/Rail,10,10,0,10,0,0,0,
o,2.01406E+13,6/18/2014,2014-06,DIVIDE,16309518,Yes,Slawson Exploration,Fire,10,10,0,0,10,0,0,
o,2.01407E+13,7/13/2014,2014-07,DIVIDE,16109722,No,Continental Resources,Other,10,10,0,10,0,0,0,
o,2.01406E+13,6/25/2014,2014-06,MOUNTRAIL,15309010,No,EOG Resources,Treater,10,10,0,10,0,0,0,
o,2.01406E+13,6/14/2014,2014-06,MOUNTRAIL,15209017,No,EOG Resources,Other,10,10,0,10,0,0,0,
o,2.01406E+13,6/9/2014,2014-06,DUNN,14709404,No,Marathon Oil,Other,10,10,0,0,0,10,0,
o,2.01407E+13,7/25/2014,2014-07,MCKENZIE,15109835,Yes,Oneok,Overflow,10,10,0,0,0,10,0,
o,2.01407E+13,7/31/2014,2014-07,MCKENZIE,14909910,Yes,Hess Corporation,Overflow,10,10,0,10,0,0,0,
o,2.01408E+13,8/14/2014,2014-08,MCKENZIE,15010222,Yes,Oneok,Overflow,10,10,0,0,0,10,0,
g,EIR3460,9/11/2014,2014-09,Williams,15509901,no,Wbi Energy Inc.,Other,10,10,0,10,0,NULL,0,
o,2.01307E+13,7/10/2013,2013-07,DIVIDE,16109608,No,Continental Resources,Other,10.07999992,10.07999992,0,10.07999992,0,0,0,
o,2.01106E+13,6/7/2011,2011-06,MOUNTRAIL,15709111,Yes,Hess Corporation,Treater,10.07999992,10.07999992,0,10.07999992,0,0,0,
o,2.01103E+13,3/10/2011,2011-03,MOUNTRAIL,15809418,Yes,Hess Corporation,Valve,10.07999992,10.07999992,0,10.07999992,0,0,0,
g,EIR2033,9/3/2013,2013-09,Mountrail,15609127,No,Southern Energy Transportation,Other,10.5,10.5,0,10.5,0,0,0,
o,2.01312E+13,12/9/2013,2013-12,DUNN,14809231,Yes,QEP,Other,10.5,10.5,0,10.5,0,0,0,
o,2.0131E+13,10/14/2013,2013-10,DIVIDE,16010121,Yes,"North Plains Energy, Llc",Valve,10.5,10.5,0,10.5,0,0,0,
o,2.01401E+13,1/16/2014,2014-01,BOWMAN,13010422,No,Continental Resources,Other,10.5,10.5,0,10.5,0,0,0,
o,2.01401E+13,1/1/2014,2014-01,MCKENZIE,15209916,No,Continental Resources,Other,10.5,10.5,0,0,0,10.5,0,
o,2.01308E+13,8/19/2013,2013-08,MCKENZIE,15110212,No,Whiting Oil & Gas,Other,10.5,10.5,0,10.5,0,0,0,
o,2.01307E+13,7/9/2013,2013-07,DUNN,14809409,No,HRC Operating,Fire,10.5,10.5,0,10.5,0,0,0,
o,2.0121E+13,10/10/2012,2012-10,MCKENZIE,15009813,Yes,Denbury Onshore,Valve,10.5,10.5,0,10.5,0,0,0,
o,2.01208E+13,8/25/2012,2012-08,BILLINGS,14110122,No,Denbury Onshore,Other,10.5,10.5,0,10.5,0,0,0,
o,2.01207E+13,7/6/2012,2012-07,BOWMAN,13010702,Yes,Denbury Onshore,Other,10.5,10.5,0,10.5,0,0,0,
o,2.01112E+13,12/16/2011,2011-12,DIVIDE,16109519,No,Continental Resources,Stuffing Box,10.5,10.5,0,10.5,0,0,0,
o,2.01112E+13,12/5/2011,2011-12,MOUNTRAIL,15209122,Yes,Slawson Exploration,Treater,10.5,10.5,0,10.5,0,0,0,
o,2.01105E+13,5/23/2011,2011-05,MOUNTRAIL,15709020,Yes,Hess Corporation,Pipeline,10.5,10.5,0,10.5,0,0,0,
o,2.01104E+13,4/26/2011,2011-04,WILLIAMS,15309905,No,Zavanna,Other,10.5,10.5,0,0,0,10.5,0,
o,2.01104E+13,4/26/2011,2011-04,MOUNTRAIL,15809418,Yes,Hess Corporation,Other,10.5,10.5,0,10.5,0,0,0,
o,2.01104E+13,4/15/2011,2011-04,BOTTINEAU,16208014,No,Petro Harvester,Other,10.5,10.5,0,10.5,0,0,0,
o,2.01104E+13,4/13/2011,2011-04,WILLIAMS,15510336,No,Continental Resources,Tank Leak,10.5,10.5,0,10.5,0,0,0,
o,2.01103E+13,3/30/2011,2011-03,MOUNTRAIL,15609132,Yes,Hess Corporation,Stuffing Box,10.5,10.5,0,10.5,0,0,0,
o,2.01103E+13,3/28/2011,2011-03,MCKENZIE,15009509,Yes,Hess Corporation,Overflow,10.5,10.5,0,0,10.5,0,0,
o,2.01103E+13,3/15/2011,2011-03,WILLIAMS,15709525,Yes,Hess Corporation,Valve,10.5,10.5,0,10.5,0,0,0,
o,2.01103E+13,3/9/2011,2011-03,BOWMAN,13010631,Yes,Denbury Onshore,Treater,10.5,10.5,0,10.5,0,0,0,
o,2.01101E+13,1/26/2011,2011-01,MOUNTRAIL,15609309,Yes,Hess Corporation,Valve,10.5,10.5,0,10.5,0,0,0,
o,2.01101E+13,1/22/2011,2011-01,MOUNTRAIL,15609112,No,Hess Corporation,Valve,10.5,10.5,0,10.5,0,0,0,
o,2.01101E+13,1/20/2011,2011-01,WILLIAMS,15609636,Yes,Hess Corporation,Stuffing Box,10.5,10.5,0,10.5,0,0,0,
o,2.01101E+13,1/3/2011,2011-01,MOUNTRAIL,15809419,No,Hess Corporation,Overflow,10.5,10.5,0,10.5,0,0,0,
o,2.01012E+13,12/19/2010,2010-12,WILLIAMS,15809525,Yes,Hess Corporation,Treater,10.5,10.5,0,10.5,0,0,0,
o,2.01009E+13,9/13/2010,2010-09,WILLIAMS,15709525,No,Hess Corporation,Pipeline,10.5,10.5,0,10.5,0,0,0,
o,2.01009E+13,9/14/2010,2010-09,WILLIAMS,15509506,Yes,Hess Corporation,Other,10.5,10.5,0,0,0,10.5,0,
o,NHE00000057,1/21/2010,2010-01,WILLIAMS,15609636,No,Hess Corporation,Stuffing Box,10.5,10.5,0,0,10.5,0,0,
o,MFB00000337,1/19/2010,2010-01,MOUNTRAIL,15609134,Yes,Hess Corporation,Other,10.5,10.5,0,10.5,0,0,0,
o,MFB00000332,11/9/2009,2009-11,MOUNTRAIL,15609224,Yes,Hess Corporation,Stuffing Box,10.5,10.5,0,10.5,0,0,0,
o,MFB00000329,11/3/2009,2009-11,WILLIAMS,15509624,Yes,Hess Corporation,Treater,10.5,10.5,0,10.5,0,0,0,
o,MFB00000296,5/11/2009,2009-05,BILLINGS,13910115,No,Hess Corporation,Pipeline,10.5,10.5,0,0,10.5,0,0,
o,2.00904E+13,4/17/2009,2009-04,BOTTINEAU,16107909,Yes,Hess Corporation,Stuffing Box,10.5,10.5,0,10.5,0,0,0,
o,2.00903E+13,3/23/2009,2009-03,BOTTINEAU,16107915,Yes,Hess Corporation,Valve,10.5,10.5,0,10.5,0,0,0,
o,NHE00000040,1/15/2009,2009-01,WILLIAMS,15809512,Yes,Hess Corporation,Treater,10.5,10.5,0,10.5,0,0,0,
o,NHE00000038,12/30/2008,2008-12,WILLIAMS,15609515,No,Hess Corporation,Tank Leak,10.5,10.5,0,10.5,0,0,0,
o,MFB00000309,12/21/2008,2008-12,MOUNTRAIL,15409303,Yes,Hess Corporation,Other,10.5,10.5,0,10.5,0,0,0,
o,MFB00000260,12/11/2008,2008-12,WILLIAMS,15509615,Yes,Hess Corporation,Overflow,10.5,10.5,0,10.5,0,0,0,
o,MFB00000244,11/8/2008,2008-11,WILLIAMS,15709525,Yes,Hess Corporation,Treater,10.5,10.5,0,10.5,0,0,0,
o,2.00808E+13,8/4/2008,2008-08,BOWMAN,13010710,Yes,Encore Energy,Treater,10.5,10.5,0,10.5,0,0,0,
o,MFB00000212,4/2/2008,2008-04,GOLDEN VALLEY,14310315,Yes,Encore Energy,Treater,10.5,10.5,0,10.5,0,0,0,
o,MFB00000209,3/28/2008,2008-03,WILLIAMS,15509602,Yes,Hess Corporation,Valve,10.5,10.5,0,0,10.5,0,0,
o,NHE00000018,2/1/2008,2008-02,WILLIAMS,15809535,No,Hess Corporation,Treater,10.5,10.5,0,10.5,0,0,0,
o,2.00711E+13,11/14/2007,2007-11,BOTTINEAU,16207919,Yes,Hess Corporation,Other,10.5,10.5,0,10.5,0,0,0,
o,NHE00000011,10/30/2007,2007-10,WILLIAMS,15609517,No,Hess Corporation,Pipeline,10.5,10.5,0,10.5,0,0,0,
o,MFB00000147,6/18/2007,2007-06,WILLIAMS,15809535,Yes,Hess Corporation,Tank Leak,10.5,10.5,0,0,10.5,0,0,
o,NHE00000004,3/29/2007,2007-03,WILLIAMS,15509520,Yes,Hess Corporation,Pipeline,10.5,10.5,0,10.5,0,0,0,
o,MFB00000130,3/12/2007,2007-03,WILLIAMS,15609532,Yes,Hess Corporation,Other,10.5,10.5,0,10.5,0,0,0,
o,MFB00000122,1/29/2007,2007-01,WILLIAMS,15609517,Yes,Hess Corporation,Pipeline,10.5,10.5,0,10.5,0,0,0,
o,MFB00000092,8/30/2006,2006-08,WILLIAMS,15409603,Yes,Hess Corporation,Overflow,10.5,10.5,0,0,10.5,0,0,
o,MFB00000076,3/20/2006,2006-03,WILLIAMS,15509506,Yes,Hess Corporation,Pipeline,10.5,10.5,0,0,10.5,0,0,
o,MFB00000063,2/13/2006,2006-02,WILLIAMS,15609531,Yes,Hess Corporation,Other,10.5,10.5,0,10.5,0,0,0,
o,MFB00000055,1/14/2006,2006-01,MOUNTRAIL,15809431,Yes,Hess Corporation,Overflow,10.5,10.5,0,10.5,0,0,0,
o,2.01409E+13,9/3/2014,2014-09,MCKENZIE,14810514,Yes,Alturas Energy,Treater,11,11,0,1,10,0,0,
o,2.01311E+13,11/9/2013,2013-11,DUNN,14609606,No,Continental Resources,Other,12,12,0,12,0,0,0,
o,2.01311E+13,11/9/2013,2013-11,DUNN,14609606,No,Continental Resources,Fire,12,12,0,12,0,0,0,
o,2.01402E+13,2/25/2014,2014-02,MCKENZIE,14909916,No,Whiting Oil & Gas,Other,12.60000038,12.60000038,0,12.60000038,0,0,0,
o,2.01402E+13,1/29/2014,2014-01,BOWMAN,12910404,No,Continental Resources,Other,12.60000038,12.60000038,0,12.60000038,0,0,0,
