source	incident_id	incident_date	county	range	contained	company	incident_type	total_gallons	chem_gallons	water_gallons	oil	brine	other	water	note
o	20130602204204	2013-06-01	MOUNTRAIL	15709101	Yes	EOG Resources	Truck/Rail	42	42	0	42	0	0	0	""
o	20130601155841	2013-06-01	MCKENZIE	15209317	Yes	HRC Operating	Valve	42	42	0	5	37	0	0	""
o	20130530062948	2013-05-29	BILLINGS	14309805	Yes	Oxy	Valve	42	42	0	0	42	0	0	""
o	20130527095749	2013-05-26	MOUNTRAIL	15209101	Yes	EOG Resources	Valve	42	42	0	42	0	0	0	""
o	20130523081915	2013-05-08	WILLIAMS	15609931	Yes	MBI	Overflow	42	42	0	42	0	0	0	""
o	20130523150039	2013-05-20	BURKE	16309119	Yes	Williston Hunter	Treater	42	42	0	42	0	0	0	""
o	20130517105925	2013-05-16	MCKENZIE	15109524	Yes	EOG Resources	Treater	42	42	0	42	0	0	0	""
o	20130516104918	2013-05-15	WILLIAMS	15410130	Yes	Zenergy	Treater	42	42	0	0	42	0	0	""
o	20130511115813	2013-05-10	MCKENZIE	15310133	Yes	ExxonMobil/XTO	Overflow	42	42	0	42	0	0	0	""
o	20130502152114	2013-05-02	DUNN	14309613	Yes	Oxy	Other	42	42	0	0	0	42	0	""
o	20130429162716	2013-04-28	WILLIAMS	15310215	Yes	Encore Energy	Tank Leak	42	42	0	42	0	0	0	""
o	20130428150718	2013-04-28	MCKENZIE	14910017	Yes	Hess Corporation	Tank Leak	42	42	0	0	42	0	0	""
o	20130422092135	2013-04-21	MCKENZIE	15209317	Yes	HRC Operating	Valve	42	42	0	42	0	0	0	""
o	20130417162953	2013-04-16	MCKENZIE	15109524	Yes	EOG Resources	Valve	42	42	0	42	0	0	0	""
o	20130416162428	2013-04-16	BILLINGS	14210009	Yes	Encore Energy	Pipeline	42	42	0	42	0	0	0	""
o	20130415085333	2013-04-14	MCKENZIE	14909404	Yes	EOG Resources	Stuffing Box	42	42	0	42	0	0	0	""
o	20130403084448	2013-04-02	DUNN	14309505	Yes	Oxy	Treater	42	42	0	42	0	0	0	""
o	20130401084602	2013-03-31	DIVIDE	16309924	Yes	Key Energy Services	Truck/Rail	42	42	0	0	42	0	0	""
o	20130331061156	2013-03-30	MOUNTRAIL	15409310	Yes	Hess Corporation	Overflow	42	42	0	42	0	0	0	""
o	20140322233824	2014-03-22	MOUNTRAIL	15409320	No	Hess Corporation	Fire	42	42	0	42	0	0	0	""
o	20140319082813	2014-03-18	WILLIAMS	15310012	No	Oasis Petroleum	Treater	42	42	0	42	0	0	0	""
o	20140314084200	2014-03-13	BURKE	16109112	No	Denbury Onshore	Overflow	42	42	0	42	0	0	0	""
o	20140310091816	2014-03-09	BILLINGS	14110123	No	Denbury Onshore	Treater	42	42	0	42	0	0	0	""
o	20140308134206	2014-03-07	MCKENZIE	15309516	No	ExxonMobil/XTO	Truck/Rail	42	42	0	42	0	0	0	""
o	20140306074522	2014-03-04	MCKENZIE	15310129	No	ExxonMobil/XTO	Other	42	42	0	42	0	0	0	""
o	20140305171743	2014-03-05	WILLIAMS	15810214	No	HRC Operating	Valve	42	42	0	42	0	0	0	""
o	20140228103359	2014-02-27	DUNN	14809633	No	ExxonMobil/XTO	Overflow	42	42	0	0	42	0	0	""
o	20140215213803	2014-02-15	STARK	14009622	No	C12 Energy	Pipeline	42	42	0	0	42	0	0	""
o	20140211153811	2014-02-10	MCKENZIE	15009631	No	ConocoPhillips/Burlington Resources	Other	42	42	0	42	0	0	0	""
o	20140210170526	2014-02-10	WILLIAMS	15509625	No	Hess Corporation	Valve	42	42	0	42	0	0	0	""
o	20140207074725	2014-02-06	WILLIAMS	15709730	No	Hess Corporation	Other	42	42	0	42	0	0	0	""
o	20140206144252	2014-02-05	MCKENZIE	15009502	No	EOG Resources	Other	42	42	0	0	42	0	0	""
o	20140206180944	2014-02-06	MCKENZIE	15010206	No	Whiting Oil & Gas	Other	42	42	0	42	0	0	0	""
o	20140203140411	2014-02-03	MOUNTRAIL	15509315	No	Hess Corporation	Other	42	42	0	42	0	0	0	""
o	20140201094039	2014-01-31	MOUNTRAIL	15309028	No	EOG Resources	Other	42	42	0	42	0	0	0	""
o	20140131144331	2014-01-31	MOUNTRAIL	15309224	No	Whiting Oil & Gas	Other	42	42	0	42	0	0	0	""
o	20140131145122	2014-01-31	BOWMAN	12910524	No	Encore Energy	Stuffing Box	42	42	0	42	0	0	0	""
o	20140131173525	2014-01-31	MOUNTRAIL	15309224	No	Whiting Oil & Gas	Overflow	42	42	0	42	0	0	0	""
o	20140129164427	2014-01-28	WILLIAMS	15409932	No	Zavanna	Other	42	42	0	42	0	0	0	""
o	20140125103333	2014-01-24	MCKENZIE	15209615	No	ExxonMobil/XTO	Other	42	42	0	42	0	0	0	""
o	20140120100019	2014-01-19	DUNN	14709401	No	HRC Operating	Other	42	42	0	42	0	0	0	""
o	20140117072218	2014-01-16	MCKENZIE	15110232	No	Oasis Petroleum	Treater	42	42	0	42	0	0	0	""
o	20140117173412	2014-01-17	WILLIAMS	15609834	No	Continental Resources	Other	42	42	0	0	42	0	0	""
o	20140114112920	2014-01-13	BOWMAN	13210629	No	Denbury Onshore	Pipeline	42	42	0	42	0	0	0	""
o	20140114133008	2014-01-14	WILLIAMS	15510128	No	Statoil	Other	42	42	0	42	0	0	0	""
o	20140110115608	2014-01-10	MOUNTRAIL	15309303	No	Oasis Petroleum	Other	42	42	0	42	0	0	0	""
o	20140110131054	2014-01-10	BURKE	16109213	No	Oasis Petroleum	Stuffing Box	42	42	0	42	0	0	0	""
o	20140108151332	2014-01-08	MOUNTRAIL	15409115	No	Whiting Oil & Gas	Stuffing Box	42	42	0	42	0	0	0	""
o	20140106173821	2014-01-06	MCKENZIE	14909821	No	Kodiak Oil & Gas	Other	42	42	0	42	0	0	0	""
o	20140102164200	2014-01-02	MCKENZIE	15210109	No	ExxonMobil/XTO	Other	42	42	0	42	0	0	0	""
o	20131208110736	2013-12-07	MCKENZIE	15209317	No	HRC Operating	Fire	42	42	0	42	0	0	0	""
o	20131123070804	2013-11-22	DUNN	14809420	No	HRC Operating	Valve	42	42	0	42	0	0	0	""
o	20131107123123	2013-11-07	MOUNTRAIL	15809416	No	Slawson Exploration	Other	42	42	0	0	0	42	0	""
o	20131105120030	2013-10-30	MOUNTRAIL	15009216	No	WPX	Other	42	42	0	42	0	0	0	""
o	20131028155217	2013-10-28	MOUNTRAIL	15309030	No	EOG Resources	Other	42	42	0	42	0	0	0	""
o	20130917140015	2013-09-16	MOUNTRAIL	15609335	No	Oasis Petroleum	Treater	42	42	0	42	0	0	0	""
o	20130913183516	2013-09-13	WILLIAMS	15510424	No	Continental Resources	Treater	42	42	0	42	0	0	0	""
o	20130908090237	2013-09-07	WILLIAMS	15909527	No	Continental Resources	Treater	42	42	0	42	0	0	0	""
o	20130904094516	2013-09-03	MOUNTRAIL	15409417	No	ExxonMobil/XTO	Other	42	42	0	42	0	0	0	""
o	20130812084756	2013-08-10	MCKENZIE	14910404	No	Whiting Oil & Gas	Fire	42	42	0	42	0	0	0	""
o	20130802154156	2013-08-02	WILLIAMS	15409922	No	Zavanna	Treater	42	42	0	42	0	0	0	""
o	20130730120922	2013-07-25	DUNN	14809336	No	WPX	Tank Leak	42	42	0	42	0	0	0	""
o	20130715214558	2013-07-15	MCKENZIE	15209603	No	ConocoPhillips/Burlington Resources	Pipeline	42	42	0	42	0	0	0	""
o	20130712112246	2013-07-12	BILLINGS	14410129	No	Whiting Oil & Gas	Valve	42	42	0	0	42	0	0	""
o	20130630225901	2013-06-30	MCKENZIE	15010026	No	Whiting Oil & Gas	Treater	42	42	0	42	0	0	0	""
o	20130604121309	2013-06-03	GOLDEN VALLEY	14410329	No	ExxonMobil/XTO	Stuffing Box	42	42	0	42	0	0	0	""
o	20130601162800	2013-06-01	DUNN	14809401	No	HRC Operating	Overflow	42	42	0	42	0	0	0	""
o	20130524164049	2013-05-24	MCKENZIE	15210111	No	Oasis Petroleum	Treater	42	42	0	42	0	0	0	""
o	20130520170045	2013-05-19	MCKENZIE	15109524	No	EOG Resources	Other	42	42	0	42	0	0	0	""
o	20130509091200	2013-05-08	DIVIDE	16310028	No	N/A	Other	42	42	0	42	0	0	0	""
o	20130506113802	2013-05-04	MOUNTRAIL	15009216	No	WPX	Other	42	42	0	42	0	0	0	""
o	20130507184117	2013-05-02	WILLIAMS	15510207	No	Oasis Petroleum	Stuffing Box	42	42	0	42	0	0	0	""
o	20130430132004	2013-04-29	DUNN	15009330	No	WPX	Other	42	42	0	42	0	0	0	""
o	20130409222628	2013-04-09	MCKENZIE	15209605	No	ConocoPhillips/Burlington Resources	Other	42	42	0	42	0	0	0	""
o	20130403130409	2013-04-01	MCKENZIE	15310132	No	Citation Oil & Gas	Pipeline	42	42	0	42	0	0	0	""
o	20121221060138	2012-12-20	MCKENZIE	15109407	Yes	EOG Resources	Other	42	42	0	42	0	0	0	""
o	20121220120349	2012-12-19	MCKENZIE	15009427	Yes	WPX	Stuffing Box	42	42	0	42	0	0	0	""
o	20121221100003	2012-12-19	DUNN	14809326	Yes	Kodiak Oil & Gas	Blowout	42	42	0	42	0	0	0	""
o	20121219072255	2012-12-18	MCKENZIE	15309532	Yes	ConocoPhillips/Burlington Resources	Valve	42	42	0	0	0	42	0	""
o	20121218114435	2012-12-17	WILLIAMS	15709935	No	Continental Resources	Other	42	42	0	42	0	0	0	""
o	20121217093721	2012-12-16	MCKENZIE	15009508	Yes	Hess Corporation	Other	42	42	0	42	0	0	0	""
o	20121214103257	2012-12-12	DUNN	14909311	Yes	WPX	Other	42	42	0	42	0	0	0	""
o	20121211153705	2012-12-11	WILLIAMS	15609532	Yes	Hess Corporation	Other	42	42	0	42	0	0	0	""
o	20121206155149	2012-12-06	MOUNTRAIL	15609018	Yes	EOG Resources	Other	42	42	0	42	0	0	0	""
o	20121205102717	2012-12-04	MOUNTRAIL	15209024	Yes	EOG Resources	Stuffing Box	42	42	0	42	0	0	0	""
o	20121204150830	2012-12-04	WILLIAMS	15909529	Yes	Continental Resources	Stuffing Box	42	42	0	42	0	0	0	""
o	20121201132917	2012-12-01	BURKE	16009411	Yes	Continental Resources	Pump	42	42	0	0	42	0	0	""
o	20121130164607	2012-11-30	DIVIDE	16009520	Yes	Continental Resources	Pump	42	42	0	42	0	0	0	""
o	20130327090744	2013-03-26	MCKENZIE	15209623	Yes	Petro-Hunt	Treater	42	42	0	42	0	0	0	""
o	CWV00000210	2013-03-19	WILLIAMS	15409921	No	Zavanna	Other	42	42	0	42	0	0	0	""
o	CWV00000211	2013-03-20	DUNN	14809422	Yes	Petro-Hunt	Pump	42	42	0	0	42	0	0	""
o	20130315211251	2013-03-15	MCKENZIE	15210118	Yes	Tervita	Valve	42	42	0	42	0	0	0	""
o	20130315175454	2013-03-13	DUNN	14909301	No	WPX	Other	42	42	0	42	0	0	0	""
o	20130313174454	2013-03-12	WILLIAMS	15510413	Yes	Continental Resources	Overflow	42	42	0	42	0	0	0	""
o	20130312080316	2013-03-11	WILLIAMS	15410412	Yes	EOG Resources	Truck/Rail	42	42	0	42	0	0	0	""
o	20130311163048	2013-03-11	MCKENZIE	15209318	Yes	HRC Operating	Other	42	42	0	42	0	0	0	""
o	20130308123453	2013-03-08	DUNN	14509525	No	ConocoPhillips/Burlington Resources	Other	42	42	0	42	0	0	0	""
o	TMC00000009	2013-02-05	WILLIAMS	15609635	No	Hess Corporation	Valve	42	42	0	42	0	0	0	""
o	20130307132333	2013-03-06	DUNN	14509515	Yes	Continental Resources	Stuffing Box	42	42	0	42	0	0	0	""
o	20130301104855	2013-02-28	DUNN	14809415	No	WPX	Other	42	42	0	42	0	0	0	""
o	20130227111627	2013-02-26	BILLINGS	14309823	Yes	Denbury Onshore	Treater	42	42	0	0	42	0	0	""
o	20130227174102	2013-02-26	WILLIAMS	15510029	No	Continental Resources	Other	42	42	0	42	0	0	0	""
o	20130226083912	2013-02-25	MCKENZIE	15009502	Yes	EOG Resources	Overflow	42	42	0	0	42	0	0	""
o	20130222091557	2013-02-21	MOUNTRAIL	15309010	No	EOG Resources	Valve	42	42	0	42	0	0	0	""
o	20130222104202	2013-02-21	MCKENZIE	15209525	No	EOG Resources	Other	42	42	0	42	0	0	0	""
o	20130222222224	2013-02-22	WILLIAMS	15409509	Yes	ExxonMobil/XTO	Overflow	42	42	0	42	0	0	0	""
o	20130221134523	2013-02-21	MCKENZIE	15209625	Yes	ConocoPhillips/Burlington Resources	Treater	42	42	0	42	0	0	0	""
o	20130220154312	2013-02-20	MCKENZIE	15109626	No	ConocoPhillips/Burlington Resources	Other	42	42	0	42	0	0	0	""
o	20130220092019	2013-02-19	DUNN	14509515	Yes	Continental Resources	Valve	42	42	0	0	0	42	0	""
o	20130217144551	2013-02-17	WILLIAMS	15609636	No	Hess Corporation	Tank Leak	42	42	0	42	0	0	0	""
o	20130217172653	2013-02-17	DUNN	14309527	Yes	Oxy	Valve	42	42	0	0	0	42	0	""
o	20130215095109	2013-02-14	MCKENZIE	15210013	Yes	Continental Resources	Overflow	42	42	0	42	0	0	0	""
o	20130214150252	2013-02-14	BILLINGS	13910110	Yes	Hess Corporation	Other	42	42	0	0	42	0	0	""
o	20130209130001	2013-02-08	WILLIAMS	15609818	Yes	Oasis Petroleum	Other	42	42	0	42	0	0	0	""
o	20130208071046	2013-02-07	DUNN	14109603	Yes	Oxy	Blowout	42	42	0	42	0	0	0	""
o	20130208143353	2013-02-08	DUNN	14409729	Yes	Oxy	Pipeline	42	42	0	0	42	0	0	""
o	20130205113100	2013-02-05	WILLIAMS	15609635	No	Hess Corporation	Other	42	42	0	42	0	0	0	""
o	20130204111431	2013-02-03	MCKENZIE	15209922	Yes	Continental Resources	Truck/Rail	42	42	0	0	42	0	0	""
o	20130202184155	2013-02-02	DUNN	14209712	Yes	Oxy	Other	42	42	0	42	0	0	0	""
o	20130201073531	2013-01-31	MCKENZIE	15210121	Yes	Statoil	Valve	42	42	0	0	42	0	0	""
o	20130201112128	2013-01-31	WILLIAMS	15709711	No	Hess Corporation	Other	42	42	0	42	0	0	0	""
o	20130129210510	2013-01-29	WILLIAMS	15310002	No	Statoil	Pipeline	42	42	0	0	0	42	0	""
o	20130129092029	2013-01-23	MCKENZIE	15010228	No	N/A	Other	42	42	0	0	42	0	0	""
o	TMC00000004	2012-08-26	MOUNTRAIL	15409303	Yes	Hess Corporation	Valve	42	42	0	0	42	0	0	""
o	20130128090345	2013-01-27	MCKENZIE	15309416	Yes	Continental Resources	Valve	42	42	0	0	0	42	0	""
o	20130128100800	2013-01-27	MCKENZIE	15209602	Yes	ConocoPhillips/Burlington Resources	Other	42	42	0	42	0	0	0	""
o	20130128145459	2013-01-27	MCKENZIE	15009506	Yes	Hess Corporation	Tank Leak	42	42	0	42	0	0	0	""
o	20130126154900	2013-01-26	MCKENZIE	15009817	Yes	Newfield Production Company	Valve	42	42	0	42	0	0	0	""
o	20130125163041	2013-01-25	WILLIAMS	15809701	Yes	Continental Resources	Valve	42	42	0	0	42	0	0	""
o	20130120172950	2013-01-19	MOUNTRAIL	15209034	No	EOG Resources	Other	42	42	0	42	0	0	0	""
o	20130118092635	2013-01-17	WILLIAMS	15609532	Yes	Hess Corporation	Valve	42	42	0	0	42	0	0	""
o	20130117152804	2013-01-15	MCKENZIE	15309504	Yes	Petro-Hunt	Fire	42	42	0	42	0	0	0	""
o	20130116101031	2013-01-07	WILLIAMS	15410225	No	Triangle Usa Petroleum Corporation	Other	42	42	0	42	0	0	0	""
o	20130114163813	2013-01-14	MCKENZIE	15309503	Yes	Hess Corporation	Pipeline	42	42	0	42	0	0	0	""
o	20130102145432	2012-12-31	DUNN	14709530	Yes	ConocoPhillips/Burlington Resources	Overflow	42	42	0	0	0	42	0	""
o	TMC00000001	2012-12-11	WILLIAMS	15609532	Yes	Hess Corporation	Valve	42	42	0	42	0	0	0	""
o	20121229065933	2012-12-28	MOUNTRAIL	15409019	No	EOG Resources	Other	42	42	0	42	0	0	0	""
o	20121229092123	2012-12-28	MOUNTRAIL	15609432	Yes	Hess Corporation	Overflow	42	42	0	0	42	0	0	""
o	20121228095626	2012-12-27	MCKENZIE	15209704	No	Whiting Oil & Gas	Blowout	42	42	0	42	0	0	0	""
o	20121226110112	2012-12-25	BURKE	16009031	Yes	Oxy	Treater	42	42	0	42	0	0	0	""
o	20121224094531	2012-12-23	MOUNTRAIL	15709336	Yes	ExxonMobil/XTO	Overflow	42	42	0	42	0	0	0	""
o	20121129082549	2012-11-28	WILLIAMS	15809535	Yes	Hess Corporation	Blowout	42	42	0	42	0	0	0	""
o	20121120181939	2012-11-20	WILLIAMS	15909512	Yes	Continental Resources	Overflow	42	42	0	0	42	0	0	""
o	20121119095745	2012-11-18	MCKENZIE	15009622	Yes	ConocoPhillips/Burlington Resources	Valve	42	42	0	0	0	42	0	""
o	20121118104831	2012-11-17	MCKENZIE	15210233	Yes	Continental Resources	Other	42	42	0	42	0	0	0	""
o	20121116084123	2012-11-15	MCKENZIE	15009618	Yes	ConocoPhillips/Burlington Resources	Pipeline	42	42	0	42	0	0	0	""
o	20121116114350	2012-11-15	DUNN	14609623	No	Continental Resources	Other	42	42	0	42	0	0	0	""
o	20121113171538	2012-11-13	MCKENZIE	15210012	Yes	Continental Resources	Other	42	42	0	42	0	0	0	""
o	20121108195445	2012-11-08	MOUNTRAIL	15009313	Yes	WPX	Pump	42	42	0	42	0	0	0	""
o	20121106150316	2012-11-04	DIVIDE	16310127	Yes	SM Energy	Truck/Rail	42	42	0	42	0	0	0	""
o	NAN00000031	2012-10-30	BILLINGS	14410129	Yes	Whiting Oil & Gas	Pipeline	42	42	0	42	0	0	0	""
o	20121102151859	2012-11-02	MCKENZIE	15210021	No	Continental Resources	Pipeline	42	42	0	0	42	0	0	""
o	20121101165921	2012-11-01	BOWMAN	13010410	Yes	Continental Resources	Other	42	42	0	0	0	42	0	""
o	20121030125641	2012-10-29	DUNN	14809336	Yes	WPX	Other	42	42	0	0	42	0	0	""
o	20121029154438	2012-10-27	BOWMAN	13010503	Yes	ConocoPhillips/Burlington Resources	Pipeline	42	42	0	0	42	0	0	""
o	20121026135246	2012-10-23	DUNN	14409627	No	Marathon Oil	Valve	42	42	0	0	42	0	0	""
o	20121024092158	2012-10-22	DUNN	14909334	Yes	WPX	Valve	42	42	0	42	0	0	0	""
o	CWV00000200	2012-10-22	MCKENZIE	14909806	Yes	Marquis Alliance Energy Group Usa Inc.	Tank Leak	42	42	0	0	0	42	0	""
o	20121019234906	2012-10-19	DIVIDE	16109533	Yes	Continental Resources	Other	42	42	0	0	42	0	0	""
o	20121015112719	2012-10-14	DUNN	15009332	Yes	WPX	Overflow	42	42	0	42	0	0	0	""
o	20121011173243	2012-10-11	MCKENZIE	14910103	No	Triangle Usa Petroleum Corporation	Other	42	42	0	42	0	0	0	""
o	20121010182314	2012-10-10	MCKENZIE	15010121	No	Triangle Usa Petroleum Corporation	Other	42	42	0	42	0	0	0	""
o	20121008105745	2012-10-07	BILLINGS	14110010	Yes	SM Energy	Treater	42	42	0	0	42	0	0	""
o	20121003143903	2012-10-03	WILLIAMS	15709923	Yes	Baytex	Overflow	42	42	0	0	0	42	0	""
o	20121001102034	2012-09-30	MCKENZIE	15209602	Yes	ConocoPhillips/Burlington Resources	Valve	42	42	0	42	0	0	0	""
o	20120928141609	2012-09-27	DUNN	14309533	Yes	Oxy	Pump	42	42	0	0	0	42	0	""
o	20120925044348	2012-09-24	MOUNTRAIL	15209001	Yes	EOG Resources	Valve	42	42	0	0	42	0	0	""
o	20120924143442	2012-09-23	BILLINGS	14410115	Yes	Whiting Oil & Gas	Treater	42	42	0	42	0	0	0	""
o	20120919165817	2012-09-19	BOWMAN	13110625	Yes	ConocoPhillips/Burlington Resources	Pipeline	42	42	0	0	42	0	0	""
o	20120915083610	2012-09-14	DUNN	14409720	Yes	Oxy	Fire	42	42	0	42	0	0	0	""
o	20120914093120	2012-09-13	DUNN	14409720	No	Oxy	Other	42	42	0	42	0	0	0	""
o	20120903094500	2012-09-02	MCKENZIE	15109532	Yes	Hess Corporation	Pipeline	42	42	0	42	0	0	0	""
o	20120902130512	2012-09-02	WILLIAMS	15409603	No	Hess Corporation	Pipeline	42	42	0	42	0	0	0	""
o	20120831175219	2012-08-31	WILLIAMS	15309929	Yes	Hess Corporation	Tank Leak	42	42	0	42	0	0	0	""
o	20120831105019	2012-08-30	BILLINGS	14210206	Yes	BTA Oil	Pipeline	42	42	0	0	42	0	0	""
o	20120829073751	2012-08-28	MOUNTRAIL	15209022	No	EOG Resources	Other	42	42	0	0	0	42	0	""
o	20120824165447	2012-08-24	BOWMAN	13110532	Yes	ConocoPhillips/Burlington Resources	Valve	42	42	0	0	42	0	0	""
o	20120822064847	2012-08-21	MCKENZIE	14910007	Yes	Hess Corporation	Overflow	42	42	0	42	0	0	0	""
o	20120817145659	2012-08-17	MCKENZIE	15109408	Yes	EOG Resources	Truck/Rail	42	42	0	42	0	0	0	""
o	20120809120243	2012-08-09	STARK	14009912	Yes	Whiting Oil & Gas	Treater	42	42	0	42	0	0	0	""
o	20120802080516	2012-08-01	DUNN	14509731	No	Petro-Hunt	Fire	42	42	0	42	0	0	0	""
o	20120731165710	2012-07-31	MCKENZIE	15209924	Yes	Continental Resources	Truck/Rail	42	42	0	42	0	0	0	""
o	20120724143904	2012-07-24	WILLIAMS	15509529	Yes	Hess Corporation	Overflow	42	42	0	42	0	0	0	""
o	20120716184112	2012-07-16	WILLIAMS	15510020	Yes	Zavanna	Overflow	42	42	0	42	0	0	0	""
o	20120716191110	2012-07-15	DIVIDE	16109601	Yes	Continental Resources	Overflow	42	42	0	42	0	0	0	""
o	20120714113453	2012-07-14	BURKE	16309112	No	Williston Hunter	Treater	42	42	0	42	0	0	0	""
o	20120713114340	2012-07-13	DUNN	14709710	Yes	ConocoPhillips/Burlington Resources	Overflow	42	42	0	0	0	42	0	""
o	20120712142347	2012-07-11	DUNN	14709710	No	ConocoPhillips/Burlington Resources	Other	42	42	0	0	0	42	0	""
o	20120711120633	2011-07-11	BURKE	16209004	No	Williston Hunter	Stuffing Box	42	42	0	42	0	0	0	""
o	20120711160804	2012-07-08	DIVIDE	16309929	Yes	SM Energy	Treater	42	42	0	42	0	0	0	""
o	20120710141922	2012-05-23	MCKENZIE	15209518	No	Oneok	Other	42	42	0	0	0	42	0	""
o	20120709071823	2012-07-07	MOUNTRAIL	15509420	Yes	Hess Corporation	Overflow	42	42	0	0	0	42	0	""
o	20120706155710	2012-07-02	BOWMAN	13010634	No	Continental Resources	Other	42	42	0	42	0	0	0	""
o	20120705123358	2012-06-25	DIVIDE	16209630	No	Samson Resources	Other	42	42	0	42	0	0	0	""
o	20120703104523	2012-07-01	MCKENZIE	14510019	Yes	SM Energy	Valve	42	42	0	0	42	0	0	""
o	20120628202336	2012-06-27	MCKENZIE	15209430	Yes	EOG Resources	Overflow	42	42	0	42	0	0	0	""
o	20120626094029	2012-06-25	MOUNTRAIL	15109033	No	EOG Resources	Valve	42	42	0	42	0	0	0	""
o	20120624134057	2012-06-23	MCKENZIE	14909404	Yes	EOG Resources	Treater	42	42	0	0	42	0	0	""
o	20120622015735	2012-06-21	DIVIDE	16109532	Yes	Continental Resources	Treater	42	42	0	0	42	0	0	""
o	20120622223448	2012-02-22	WILLIAMS	15410115	Yes	Statoil	Pipeline	42	42	0	0	42	0	0	""
o	20120623000241	2012-06-22	WILLIAMS	15410115	Yes	Statoil	Pipeline	42	42	0	0	42	0	0	""
o	20120615090559	2012-06-14	MCKENZIE	14810512	No	ExxonMobil/XTO	Treater	42	42	0	42	0	0	0	""
o	20120615123242	2012-06-15	MCKENZIE	15210121	No	Statoil	Treater	42	42	0	42	0	0	0	""
o	20120531154754	2012-05-31	WILLIAMS	15509602	Yes	Hess Corporation	Valve	42	42	0	42	0	0	0	""
o	20120525093005	2012-05-24	MCKENZIE	15210104	Yes	SM Energy	Valve	42	42	0	42	0	0	0	""
o	20120525141759	2012-05-25	MCKENZIE	14810512	No	ExxonMobil/XTO	Treater	42	42	0	42	0	0	0	""
o	20120524103228	2012-05-23	MCKENZIE	14710401	Yes	ExxonMobil/XTO	Overflow	42	42	0	42	0	0	0	""
o	20120522114703	2012-05-21	MCKENZIE	15110107	Yes	Whiting Oil & Gas	Tank Leak	42	42	0	42	0	0	0	""
o	20120522131527	2012-05-21	MCKENZIE	15110107	Yes	Whiting Oil & Gas	Treater	42	42	0	42	0	0	0	""
o	20120516132735	2012-05-12	BILLINGS	14110033	Yes	Whiting Oil & Gas	Truck/Rail	42	42	0	42	0	0	0	""
o	20120515112903	2012-05-04	DUNN	14709626	No	Continental Resources	Truck/Rail	42	42	0	0	42	0	0	""
o	20120510121807	2012-05-09	WILLIAMS	15409832	Yes	Hess Corporation	Pipeline	42	42	0	0	42	0	0	""
o	20120509174016	2012-05-09	WILLIAMS	15809513	Yes	Hess Corporation	Pipeline	42	42	0	42	0	0	0	""
o	20120505160527	2012-05-02	WILLIAMS	15610124	Yes	Zenith Produced Water-Johnson, Llc	Overflow	42	42	0	42	0	0	0	""
o	20120416104418	2012-03-26	MCKENZIE	14909432	Yes	WPX	Treater	42	42	0	42	0	0	0	""
o	20120411113221	2012-04-11	DIVIDE	16109931	Yes	Baytex	Stuffing Box	42	42	0	42	0	0	0	""
o	20120409124827	2012-06-06	DUNN	14409729	No	Oxy	Treater	42	42	0	42	0	0	0	""
o	20120405173214	2012-04-05	BILLINGS	14209902	Yes	Continental Resources	Truck/Rail	42	42	0	0	42	0	0	""
o	20120324080756	2012-03-23	BURKE	15909126	Yes	EOG Resources	Truck/Rail	42	42	0	42	0	0	0	""
o	20120323091911	2012-03-22	WILLIAMS	15509916	Yes	Kodiak Oil & Gas	Stuffing Box	42	42	0	42	0	0	0	""
o	20120322113020	2012-03-21	WILLIAMS	15609909	Yes	Continental Resources	Valve	42	42	0	42	0	0	0	""
o	20120319184950	2012-03-17	MCKENZIE	15309420	Yes	Continental Resources	Valve	42	42	0	42	0	0	0	""
o	20120316145422	2012-03-15	DUNN	14209726	Yes	Oxy	Valve	42	42	0	0	0	42	0	""
o	20120314165533	2012-03-14	MOUNTRAIL	15609204	No	EOG Resources	Stuffing Box	42	42	0	42	0	0	0	""
o	20120313074340	2012-03-12	MCKENZIE	15110213	No	Statoil	Truck/Rail	42	42	0	0	42	0	0	""
o	20120312102833	2012-03-11	WILLIAMS	15309818	Yes	Hess Corporation	Treater	42	42	0	42	0	0	0	""
o	20120308195450	2012-03-08	DUNN	14309630	Yes	Oxy	Tank Leak	42	42	0	42	0	0	0	""
o	20120305130157	2012-03-01	BOTTINEAU	16207931	Yes	Hess Corporation	Truck/Rail	42	42	0	42	0	0	0	""
o	20120305143922	2012-03-04	BILLINGS	14110102	Yes	Whiting Oil & Gas	Treater	42	42	0	42	0	0	0	""
o	20120302120613	2012-03-02	MOUNTRAIL	15609323	Yes	Statoil	Treater	42	42	0	42	0	0	0	""
o	20120229113036	2012-02-26	MCKENZIE	15110035	No	Murex	Overflow	42	42	0	42	0	0	0	""
o	20120228143925	2012-02-27	WILLIAMS	15709707	Yes	Hess Corporation	Truck/Rail	42	42	0	0	42	0	0	""
o	20120215151828	2012-02-15	WILLIAMS	15510207	No	Oasis Petroleum	Stuffing Box	42	42	0	42	0	0	0	""
o	20120214231330	2012-02-14	WILLIAMS	15509612	Yes	Hess Corporation	Overflow	42	42	0	0	42	0	0	""
o	20120210082144	2012-02-07	GOLDEN VALLEY	14310319	Yes	Whiting Oil & Gas	Truck/Rail	42	42	0	0	42	0	0	""
o	20120208145203	2012-02-06	MCKENZIE	15310007	Yes	Continental Resources	Valve	42	42	0	42	0	0	0	""
